account_id,days_past_due,default_flag
dc36e424-4e58-4c15-8395-c704c8f4de69,0,0
efb16296-0a37-4687-bbb6-2240d998b38e,0,0
c53cc6a6-356c-4cb9-be79-31960b84c1fd,0,0
85fdc921-9129-41aa-b8fe-0a2afb204c54,0,0
1a392e9d-1ece-46d3-930c-efd8dd625f7a,0,1
983a13b9-be03-42bd-bb87-13e9049d81d8,0,0
98987e18-ada2-4a8f-8856-a68d3f3da0cc,0,0
fc35417b-a214-427f-b9da-9ccbd480af9d,0,0
20841c11-0a09-42e6-8892-aa4e653befb1,0,0
cf279ffd-b291-4320-8860-844060465e59,0,0
0f191a2a-5273-427f-96b3-f49844df9142,0,0
cdf4462b-abc1-4d54-82df-f1be38ebb2f8,0,0
9d07b154-4f2f-40e8-8db4-a33d20ceee02,0,0
e9aac26c-5882-4fc2-b270-acb02d4b441c,30,0
ebf5050c-12d1-441e-adfe-608ba2698128,0,0
49797237-8f2d-4da3-bb83-011b4d75991a,0,0
2818be7f-ff77-4a7c-a532-dd1fb416402f,0,0
d6dee9da-a890-40fd-aeae-d715ae4a9d4a,0,0
c97ad9f2-4a6a-498b-8b6b-23b066c56367,0,0
5fea32df-13bf-4608-ac49-5fc5408e85ae,0,0
e4f2f597-7125-4f0c-8940-64b24f4110a0,30,0
47967dcf-5516-4180-8fb9-999a3f977c2c,0,0
d61abefd-1b65-4b3c-ae99-5808e48a6c44,0,0
24e105f9-8a4d-4a90-bab6-30995574c886,0,0
5bd24669-ace0-4797-aa41-969a3f7f5e2c,0,0
6b5e2cc8-966d-4044-b6ae-bae4f5f7b226,0,0
acd58b3d-5e14-4556-b6f2-25c978416ecd,0,0
