payment_id,account_id,payment_date,amount
c283f76e-f073-4150-9268-6c3d1ad69bba,8daf0220-837b-4dc7-94f0-7850954e9427,2025-08-21,27.55
e5cad496-098f-4a71-be86-5278efb6d9f6,c3725321-1f38-44d4-af3a-a9c3d43125df,2025-08-09,39.03
82d1c22e-d890-4042-98af-17d147612059,c3725321-1f38-44d4-af3a-a9c3d43125df,2025-07-29,154.16
29031237-2b56-470b-a82a-c8d4962d8f7b,c3725321-1f38-44d4-af3a-a9c3d43125df,2025-08-14,66.02
d0cbb3af-7d5d-41df-9c59-d9543a10c7d8,36dcb67c-db7c-42c9-ac5b-657e899b7052,2025-08-09,90.47
cc6f9ed6-f4ff-402f-a511-4793966d77c2,36dcb67c-db7c-42c9-ac5b-657e899b7052,2025-08-08,114.0
9438b819-3d41-455f-9b10-75ccdcdb56f2,9d762064-3047-4792-9b14-45b712a64470,2025-08-10,115.03
0e3144f4-eedf-4289-aaa4-eac7d5b98cd1,9d762064-3047-4792-9b14-45b712a64470,2025-07-30,60.45
13f90333-ef7c-492c-b4ae-192bacbdc8ad,24ac0a32-f161-4421-9234-0fa927502338,2025-07-28,35.22
774189e1-eca9-4d26-9876-31b715046491,24ac0a32-f161-4421-9234-0fa927502338,2025-08-07,108.72
a4f35000-d48f-41c0-9aee-33a2a71d1085,3cc851e6-9d32-4c8a-90e2-699ecc05292b,2025-08-07,147.02
6118c96a-6f77-42ba-b276-4d9d5f7c7783,3cc851e6-9d32-4c8a-90e2-699ecc05292b,2025-07-31,4.16
cefd67ea-45a2-45d8-b57b-28c8b4523b04,aee29643-e195-44c7-99f0-2210513fcdd7,2025-08-13,86.81
72106848-e626-4c86-b17a-61871cb769ba,95dfcd35-c386-40e4-8552-0a5bc851f77d,2025-07-28,121.32
7f0efb00-867a-40cf-9080-4cf3aed698b4,95dfcd35-c386-40e4-8552-0a5bc851f77d,2025-08-23,72.2
3cf5b846-20b5-4fe0-9cb3-e750eb8ee483,a7b29ab7-ff0b-4b14-aae8-fb854c1cb604,2025-08-14,72.32
5d1c817a-f25d-4886-a4f0-7a0ac0f5e549,8deeff9c-98c2-4fc7-8731-800862517f79,2025-07-29,135.62
07b51c17-fafe-43df-8354-3c7caf00b714,3998061b-a48d-41ab-92d4-5ffc90f28a45,2025-08-20,88.23
d817b1ce-8f03-481b-ab84-7f60ceba53aa,3998061b-a48d-41ab-92d4-5ffc90f28a45,2025-08-12,64.86
fe6c07cf-298e-4a96-a59a-2aa9e5094703,6f57367b-09ab-476c-9000-03f839c2ac31,2025-07-26,69.03
db6e47e1-75b2-4de6-bdb4-c73fabc0fe11,6f57367b-09ab-476c-9000-03f839c2ac31,2025-08-14,40.03
1fd23942-33fa-476f-ae7a-84f09e7e50c0,6f57367b-09ab-476c-9000-03f839c2ac31,2025-08-18,67.24
44e08c25-c7b7-4557-99fa-232ea6a5142f,33c2be9e-3c53-463b-b058-6537b4ac10da,2025-08-24,79.27
eee5ddb2-2cff-40ed-9c62-5544de51639a,33c2be9e-3c53-463b-b058-6537b4ac10da,2025-08-16,44.88
e82b7e6d-8609-48de-be8e-7858e8b20c8c,0e61e977-8c5b-4e2e-8b40-3a543d3b10f0,2025-08-18,46.92
5c00e40e-363c-4b4b-8e4d-96eeee637dfb,0e61e977-8c5b-4e2e-8b40-3a543d3b10f0,2025-08-04,116.54
a20fbd43-e450-4c68-ac54-59651acfd296,b8993510-6666-43d9-91f2-54197edc2708,2025-08-19,47.87
c89fa752-0b82-4418-9a45-d0707765b8b4,b8993510-6666-43d9-91f2-54197edc2708,2025-08-07,51.29
d0af1085-c822-4660-be7e-0cc8ad66db07,1d50920a-9c99-44fe-8305-f713968bc795,2025-08-14,60.63
0d4431f5-d269-4b75-9434-d2d813d8c188,1d50920a-9c99-44fe-8305-f713968bc795,2025-08-12,16.97
2aa89a3e-6e17-422b-b0ee-7565e1427b5a,1d50920a-9c99-44fe-8305-f713968bc795,2025-08-01,115.36
93132ced-67e3-4b82-93d7-54b304e17148,396ef0ae-2b40-49ae-9f0d-541b9fb5030a,2025-08-25,111.48
083a8564-ca23-4f0b-b086-af3e9879cae5,396ef0ae-2b40-49ae-9f0d-541b9fb5030a,2025-08-05,44.35
4fcbe445-cde2-4071-be5c-b3256ea82028,f263c6f0-817f-48c1-8e77-7d5dbc7b9cc8,2025-08-10,17.5
01399be2-4192-4272-ada5-3bdd05ae1287,f263c6f0-817f-48c1-8e77-7d5dbc7b9cc8,2025-08-19,58.84
790673cd-744f-4aef-8d09-5aab4ae5dc74,f263c6f0-817f-48c1-8e77-7d5dbc7b9cc8,2025-07-30,35.58
58178395-9e9b-4390-952f-bf17bbc98741,6bfcfdeb-668e-455f-9791-25634bba1cc0,2025-08-13,102.68
e2c58397-6db1-4a1d-b414-4e2582dc0c56,d18ed73f-f707-4e09-9c30-65e3084cd140,2025-08-19,55.71
26a9eb94-2a00-4b8e-8bac-ae4523b77ade,d18ed73f-f707-4e09-9c30-65e3084cd140,2025-08-19,145.17
fd82e27d-7937-4a5a-a94f-911e04c8010c,d18ed73f-f707-4e09-9c30-65e3084cd140,2025-08-01,98.8
4b8d5a3f-4903-42da-93c2-986f29d493be,a0cfb52e-e41f-4fe6-afaf-fcf1c3a1d0f3,2025-08-23,156.59
c16fd4a7-7853-4a64-b711-af206aaf4239,833312ac-63e3-42b1-9f51-0cb5a0d95bd9,2025-08-22,68.18
a8c6453f-67ec-4b6a-b2dd-45821ffe9c78,833312ac-63e3-42b1-9f51-0cb5a0d95bd9,2025-08-16,86.09
c125a5d3-a2ae-4086-883f-836085283a00,8afb1212-e792-4305-820e-16b9716afd74,2025-08-11,26.49
827e78d9-043f-4ce3-862d-a4ed97a487ff,7bd37a01-37d3-464c-9fe1-abd07d809bc7,2025-07-26,102.06
d16a32f4-6238-4d77-ac61-7a7701dc4096,7bd37a01-37d3-464c-9fe1-abd07d809bc7,2025-08-04,97.46
52a517ec-6d72-47c8-baa2-35df83c55fd4,0b01881b-e5c2-4b3a-b38c-5444e300e727,2025-08-10,116.16
1f9828f6-6a58-4bda-9cc3-fb1b762fb6a4,0b01881b-e5c2-4b3a-b38c-5444e300e727,2025-08-10,145.31
0c14f92c-1240-4e99-a6e0-f032550beedd,5f7de6eb-18b2-4b09-956e-1e4daae7cd3f,2025-08-02,69.56
fe6bc42f-42ff-4664-b275-c1c7a02c92c1,5f7de6eb-18b2-4b09-956e-1e4daae7cd3f,2025-07-31,72.68
fcbdec88-80b9-457e-9f08-bc447049ba2c,5f7de6eb-18b2-4b09-956e-1e4daae7cd3f,2025-08-13,135.0
a5f6d008-386b-425f-97d7-f2d59ed10b08,3a84bab5-6d5f-4878-8b0f-7d3a79399aa8,2025-08-11,54.16
418adb7b-2de9-45d5-851b-69b275c64060,3a84bab5-6d5f-4878-8b0f-7d3a79399aa8,2025-08-14,48.03
6635b285-155e-4716-9446-578c2effdda3,3a84bab5-6d5f-4878-8b0f-7d3a79399aa8,2025-08-20,126.48
b893f868-6473-49d2-86a5-000142e08ebc,1918e9fd-ef0d-4e64-8791-c1189726845a,2025-08-09,49.27
3af843a4-152d-4e7f-b5e3-78fe69ceeb6c,1918e9fd-ef0d-4e64-8791-c1189726845a,2025-08-18,94.3
bcb27e71-cd00-4325-9f27-51271f532380,00326671-b01e-4ade-bdf9-88e390c76ffc,2025-08-21,46.51
5f6f3283-5a81-4c2a-ae06-94139ff009d3,00326671-b01e-4ade-bdf9-88e390c76ffc,2025-08-23,92.7
d6a501fa-34c5-4ae9-8d27-8377a31fc9fd,01fc7266-2d2f-4c20-a152-2a223dc05f5d,2025-08-11,78.72
7b9aa823-913a-4bc0-ba99-2acd624e5bd3,01fc7266-2d2f-4c20-a152-2a223dc05f5d,2025-08-25,44.49
78ec70cc-102a-4c38-8033-c7c1de2bc611,4c16c489-8ce5-4718-b3f3-bdc51768bdb9,2025-08-02,84.59
d1e80c36-3ff5-43fb-9c16-b9702d8309c7,4c16c489-8ce5-4718-b3f3-bdc51768bdb9,2025-08-06,72.78
